YEAR BUILT,TEST,NEIGHBORHOOD
1925,799326,CHELSEA                  
2003,799326,FINANCIAL                
2013,799326,MURRAY HILL              
1901,799000,CHELSEA                  
1984,799000,KIPS BAY                 
1964,799000,MURRAY HILL              
1910,799000,UPPER EAST SIDE (79-96)  
1987,799000,UPPER EAST SIDE (79-96)  
1958,799000,UPPER EAST SIDE (79-96)  
1906,799000,UPPER WEST SIDE (59-79)  
1924,799000,UPPER WEST SIDE (59-79)  
1910,799000,UPPER WEST SIDE (79-96)  
1923,798706,GREENWICH VILLAGE-CENTRAL
1974,797500,UPPER EAST SIDE (79-96)  
1974,797500,UPPER EAST SIDE (79-96)  
2009,797000,KIPS BAY                 
1942,797000,MIDTOWN WEST             
1981,796666,UPPER EAST SIDE (79-96)  
2012,796235,EAST VILLAGE             
1917,795000,CHELSEA                  
1889,795000,CHELSEA                  
2005,795000,CLINTON                  
1926,795000,FINANCIAL                
1964,795000,GRAMERCY                 
1930,795000,GREENWICH VILLAGE-CENTRAL
1963,795000,GREENWICH VILLAGE-WEST   
1962,795000,MIDTOWN EAST             
1959,795000,MIDTOWN EAST             
1926,795000,MIDTOWN WEST             
1989,795000,MIDTOWN WEST             
1942,795000,MIDTOWN WEST             
1985,795000,TRIBECA                  
1966,795000,UPPER EAST SIDE (59-79)  
1936,795000,UPPER EAST SIDE (59-79)  
1931,795000,UPPER EAST SIDE (59-79)  
1954,795000,UPPER EAST SIDE (79-96)  
1971,795000,UPPER EAST SIDE (79-96)  
1965,795000,UPPER EAST SIDE (79-96)  
1987,795000,UPPER EAST SIDE (79-96)  
1959,795000,UPPER EAST SIDE (96-110) 
1931,795000,UPPER WEST SIDE (79-96)  
1928,795000,UPPER WEST SIDE (79-96)  
1921,795000,UPPER WEST SIDE (79-96)  
1929,795000,UPPER WEST SIDE (79-96)  
1924,795000,UPPER WEST SIDE (96-116) 
1926,794500,UPPER WEST SIDE (79-96)  
1920,794235,HARLEM-CENTRAL           
1964,794235,UPPER WEST SIDE (59-79)  
2008,793857,HARLEM-CENTRAL           
1910,793000,GREENWICH VILLAGE-CENTRAL
1929,792500,UPPER EAST SIDE (79-96)  
1955,792000,LOWER EAST SIDE          
1929,792000,UPPER WEST SIDE (59-79)  
1920,792000,UPPER WEST SIDE (79-96)  
2012,791180,MANHATTAN VALLEY         
1920,790643,HARLEM-UPPER             
2005,790000,CHELSEA                  
1960,790000,CIVIC CENTER             
1960,790000,CIVIC CENTER             
1928,790000,FINANCIAL                
1955,790000,FLATIRON                 
1963,790000,GRAMERCY                 
1964,790000,GRAMERCY                 
1920,790000,GREENWICH VILLAGE-WEST   
1941,790000,INWOOD                   
1988,790000,KIPS BAY                 
1928,790000,MIDTOWN EAST             
1956,790000,MIDTOWN EAST             
1948,790000,MIDTOWN EAST             
1964,790000,MURRAY HILL              
1988,790000,MURRAY HILL              
1900,790000,SOHO                     
1962,790000,UPPER EAST SIDE (59-79)  
1964,790000,UPPER EAST SIDE (59-79)  
1963,790000,UPPER EAST SIDE (59-79)  
1963,790000,UPPER EAST SIDE (59-79)  
1985,790000,UPPER EAST SIDE (59-79)  
1970,790000,UPPER EAST SIDE (79-96)  
1983,790000,UPPER WEST SIDE (59-79)  
1922,790000,UPPER WEST SIDE (59-79)  
1925,790000,UPPER WEST SIDE (79-96)  
2002,790000,WASHINGTON HEIGHTS UPPER 
2003,789143,FINANCIAL                
2013,789143,MURRAY HILL              
1931,789143,UPPER WEST SIDE (59-79)  
1963,789000,GRAMERCY                 
1959,789000,UPPER EAST SIDE (59-79)  
1989,789000,UPPER WEST SIDE (59-79)  
1948,787000,UPPER WEST SIDE (59-79)  
1920,786598,HARLEM-CENTRAL           
1939,786420,WASHINGTON HEIGHTS UPPER 
1930,785000,FINANCIAL                
1964,785000,GRAMERCY                 
1956,785000,GREENWICH VILLAGE-WEST   
2003,785000,HARLEM-CENTRAL           
2013,785000,HARLEM-CENTRAL           
1961,785000,MANHATTAN VALLEY         
1961,785000,MANHATTAN VALLEY         
1928,785000,MIDTOWN EAST             
1959,785000,MIDTOWN EAST             
1935,785000,MIDTOWN WEST             
1925,785000,MIDTOWN WEST             
2004,785000,MIDTOWN WEST             
1932,785000,MURRAY HILL              
1940,785000,MURRAY HILL              
1963,785000,UPPER EAST SIDE (59-79)  
1964,785000,UPPER EAST SIDE (59-79)  
1957,785000,UPPER EAST SIDE (79-96)  
1973,785000,UPPER EAST SIDE (79-96)  
1973,785000,UPPER EAST SIDE (79-96)  
1987,785000,UPPER WEST SIDE (59-79)  
1908,785000,UPPER WEST SIDE (79-96)  
1910,785000,UPPER WEST SIDE (96-116) 
1960,784300,MANHATTAN VALLEY         
2013,784052,MURRAY HILL              
1940,784000,UPPER EAST SIDE (59-79)  
1984,783000,KIPS BAY                 
1989,783000,MIDTOWN WEST             
2005,782500,CLINTON                  
1913,782071,FLATIRON                 
1928,782000,FINANCIAL                
1927,782000,MIDTOWN EAST             
1957,781750,GREENWICH VILLAGE-CENTRAL
1931,781000,UPPER EAST SIDE (59-79)  
1922,780300,UPPER EAST SIDE (79-96)  
1900,780000,ALPHABET CITY            
1940,780000,CHELSEA                  
1903,780000,FINANCIAL                
1964,780000,FLATIRON                 
1965,780000,FLATIRON                 
1900,780000,GREENWICH VILLAGE-CENTRAL
1899,780000,HARLEM-EAST              
1939,780000,INWOOD                   
1939,780000,INWOOD                   
1964,780000,KIPS BAY                 
1988,780000,KIPS BAY                 
1929,780000,MIDTOWN EAST             
1964,780000,MIDTOWN EAST             
1959,780000,MIDTOWN EAST             
1964,780000,MURRAY HILL              
1920,780000,MURRAY HILL              
1962,780000,UPPER EAST SIDE (59-79)  
1962,780000,UPPER EAST SIDE (59-79)  
1980,780000,UPPER EAST SIDE (79-96)  
1998,780000,UPPER EAST SIDE (79-96)  
1926,780000,UPPER WEST SIDE (79-96)  
1984,779000,KIPS BAY                 
1930,779000,UPPER WEST SIDE (59-79)  
1920,779000,UPPER WEST SIDE (79-96)  
1931,779000,UPPER WEST SIDE (79-96)  
1978,778961,MIDTOWN WEST             
1930,778961,UPPER WEST SIDE (96-116) 
1963,778842,GREENWICH VILLAGE-WEST   
1905,778000,CHELSEA                  
1960,777000,LOWER EAST SIDE          
1973,776000,GRAMERCY                 
1939,775030,WASHINGTON HEIGHTS UPPER 
2003,775000,CHELSEA                  
1960,775000,CIVIC CENTER             
1940,775000,CLINTON                  
1988,775000,CLINTON                  
2006,775000,CLINTON                  
1956,775000,GRAMERCY                 
1965,775000,GRAMERCY                 
1923,775000,GREENWICH VILLAGE-CENTRAL
2009,775000,KIPS BAY                 
1974,775000,MIDTOWN EAST             
1956,775000,MIDTOWN EAST             
1951,775000,MIDTOWN EAST             
1988,775000,MIDTOWN EAST             
1929,775000,MIDTOWN EAST             
1960,775000,MIDTOWN EAST             
1925,775000,MIDTOWN WEST             
1978,775000,MIDTOWN WEST             
1962,775000,SOHO                     
1947,775000,UPPER EAST SIDE (59-79)  
1961,775000,UPPER EAST SIDE (59-79)  
1959,775000,UPPER EAST SIDE (59-79)  
1963,775000,UPPER EAST SIDE (59-79)  
1962,775000,UPPER EAST SIDE (59-79)  
1961,775000,UPPER EAST SIDE (79-96)  
1998,775000,UPPER EAST SIDE (79-96)  
1927,775000,UPPER WEST SIDE (59-79)  
1926,775000,UPPER WEST SIDE (59-79)  
1920,775000,UPPER WEST SIDE (59-79)  
1925,775000,UPPER WEST SIDE (59-79)  
1965,775000,UPPER WEST SIDE (59-79)  
1928,775000,UPPER WEST SIDE (59-79)  
1926,775000,UPPER WEST SIDE (79-96)  
1929,775000,UPPER WEST SIDE (79-96)  
1956,774717,MIDTOWN EAST             
1920,773870,HARLEM-UPPER             
1925,773870,MIDTOWN WEST             
1920,772851,HARLEM-CENTRAL           
1900,770000,CHELSEA                  
1920,770000,CHELSEA                  
1910,770000,GREENWICH VILLAGE-CENTRAL
2009,770000,KIPS BAY                 
1984,770000,KIPS BAY                 
1929,770000,MIDTOWN EAST             
1977,770000,MIDTOWN EAST             
1964,770000,MURRAY HILL              
1963,770000,UPPER EAST SIDE (59-79)  
1959,770000,UPPER EAST SIDE (59-79)  
1990,770000,UPPER EAST SIDE (59-79)  
1986,770000,UPPER EAST SIDE (59-79)  
1962,770000,UPPER EAST SIDE (79-96)  
1905,770000,UPPER WEST SIDE (59-79)  
1926,770000,UPPER WEST SIDE (59-79)  
1921,770000,UPPER WEST SIDE (79-96)  
1931,770000,UPPER WEST SIDE (79-96)  
1939,770000,WASHINGTON HEIGHTS UPPER 
1939,770000,WASHINGTON HEIGHTS UPPER 
1956,769500,UPPER EAST SIDE (59-79)  
1983,769000,CHELSEA                  
1930,769000,GREENWICH VILLAGE-CENTRAL
1929,769000,MIDTOWN EAST             
1951,769000,MIDTOWN EAST             
2013,768778,MURRAY HILL              
1962,768188,SOHO                     
1964,767500,MIDTOWN EAST             
1929,767000,EAST VILLAGE             
1959,767000,UPPER EAST SIDE (59-79)  
1920,766500,WASHINGTON HEIGHTS UPPER 
1920,765546,HARLEM-UPPER             
1920,765000,EAST VILLAGE             
1920,765000,EAST VILLAGE             
2004,765000,FASHION                  
1903,765000,FINANCIAL                
1965,765000,FLATIRON                 
1959,765000,GRAMERCY                 
1988,765000,KIPS BAY                 
1985,765000,MIDTOWN EAST             
1941,765000,MIDTOWN WEST             
1965,765000,UPPER EAST SIDE (59-79)  
1963,765000,UPPER EAST SIDE (59-79)  
1961,765000,UPPER EAST SIDE (79-96)  
1971,765000,UPPER WEST SIDE (59-79)  
1940,765000,UPPER WEST SIDE (59-79)  
1927,765000,UPPER WEST SIDE (79-96)  
1939,765000,WASHINGTON HEIGHTS UPPER 
1920,765000,WASHINGTON HEIGHTS UPPER 
1939,765000,WASHINGTON HEIGHTS UPPER 
2013,764197,HARLEM-CENTRAL           
1930,764000,GREENWICH VILLAGE-CENTRAL
1998,764000,UPPER EAST SIDE (79-96)  
1920,763687,CHINATOWN                
2003,763687,FINANCIAL                
1910,763687,GRAMERCY                 
1930,763687,HARLEM-CENTRAL           
2008,763687,LOWER EAST SIDE          
